id,cast,msg,code,data,businessCode
69,5.18624,数据获取成功,200,"[{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20938763.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20938763.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/11686378.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/11686378.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20838685.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20838685.html""}]",-1
33,5.789561,数据获取成功,200,"[{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20938763.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20938763.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/11686378.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/11686378.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20838685.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20838685.html""}]",-1
36,6.664952,数据获取成功,200,"[{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20938763.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20938763.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/11686378.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/11686378.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20838685.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20838685.html""}]",-1
14,12.561836,数据获取成功,200,"[{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20938763.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20938763.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/11686378.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/11686378.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20838685.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20838685.html""}]",-1
51,14.569338,数据获取成功,200,"[{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20938763.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20938763.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/11686378.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/11686378.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20838685.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20838685.html""}]",-1
35,18.781609,数据获取成功,200,"[{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20938763.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20938763.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/11686378.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/11686378.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20838685.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20838685.html""}]",-1
26,20.914633,数据获取成功,200,"[{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20938763.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20938763.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/11686378.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/11686378.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20838685.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20838685.html""}]",-1
4,21.850275,数据获取成功,200,"[{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20938763.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20938763.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/11686378.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/11686378.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20838685.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20838685.html""}]",-1
46,26.568316,数据获取成功,200,"[{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20938763.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20938763.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/11686378.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/11686378.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20838685.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20838685.html""}]",-1
44,26.59057,数据获取成功,200,"[{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20938763.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20938763.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/11686378.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/11686378.html""},{""analysis_url"":""http://test1.deepsoft-tech.com:6789/answer/20838685.html"",""orig_knowledge_points_links"":[{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/四边形的认识.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/c3668344-8f9a-499c-a2ac-d876bc0957a317.SiBianXingDeRenShi.MP4""},{""img"":""http://oss.deepsoft-tech.com:9000/knowledge/knowledgeimg/画已知直线的垂线的方法及应用.jpg"",""link"":""http://oss.deepsoft-tech.com:9000/knowledge/video/3919d2e2-e162-4a3e-8fb0-6286f5d535b316.画已知直线的垂线的方法及应用.MP4""}],""question_text"":""http://test1.deepsoft-tech.com:6789/question/20838685.html""}]",-1
